train_step,returns,method,source,environment,seed
3380000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3390000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3400000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3410000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3420000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3430000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3440000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3450000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3460000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3470000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3480000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3490000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3500000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3510000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3520000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3530000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3540000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3550000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3560000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3570000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3580000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3590000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3600000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3610000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3620000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3630000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3640000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3650000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3660000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3670000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3680000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3690000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3700000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3710000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3720000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3730000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3740000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3750000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3760000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3770000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3780000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3790000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3800000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3810000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3820000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3830000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3840000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3850000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3860000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3870000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3880000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3890000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3900000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3910000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3920000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3930000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3940000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3950000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3960000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3970000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3980000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
3990000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4000000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4010000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4020000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4030000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4040000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4050000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4060000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4070000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4080000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4090000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4100000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4110000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4120000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4130000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4140000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4150000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4160000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4170000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4180000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4190000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4200000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4210000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4220000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4230000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4240000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4250000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4260000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4270000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4280000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4290000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4300000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4310000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4320000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4330000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4340000.0,0.7999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4350000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4360000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4370000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4380000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4390000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4400000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4410000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4420000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4430000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4440000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4450000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4460000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4470000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4480000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4490000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4500000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4510000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4520000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4530000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4540000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4550000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4560000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4570000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4580000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4590000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4600000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4610000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4620000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4630000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4640000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4650000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4660000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4670000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4680000.0,0.7,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4690000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4700000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4710000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4720000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4730000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4740000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4750000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4760000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4770000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4780000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4790000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4800000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4810000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4820000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4830000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4840000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4850000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4860000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4870000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4880000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4890000.0,0.7999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4900000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4910000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4920000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4930000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4940000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4950000.0,0.8999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4960000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4970000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4980000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
4990000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
5000000.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
5000001.0,0.9999999999999999,RISC w/o timeout aware bootstrapping,risc,Sawyer Door,3
10000.0,-699.7436848691207,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
20000.0,-589.1626885341446,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
30000.0,-1329.3225742501363,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
40000.0,-1104.485996863433,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
50000.0,-1476.1109542222935,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
60000.0,-801.4600158106272,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
70000.0,-518.1081911232479,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
80000.0,-867.3487301097532,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
90000.0,-1258.6272864893685,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
100000.0,-898.0325240372894,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
110000.0,-952.925839526072,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
120000.0,-620.6276683994356,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
130000.0,-658.747429338609,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
140000.0,-851.5195380057609,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
150000.0,-1214.6479059697128,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
160000.0,-560.678696422736,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
170000.0,-519.0693209375264,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
180000.0,-605.8807398972604,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
190000.0,-1302.9141405873122,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
200000.0,-1248.1170542322384,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
210000.0,-938.6878152879625,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
220000.0,-740.828581048136,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
230000.0,-657.2180921192951,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
240000.0,-1297.9218643974607,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
250000.0,-946.6209898080705,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
260000.0,-1211.9768767821392,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
270000.0,-1227.490747693128,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
280000.0,-1821.940683804365,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
290000.0,-1433.535123632351,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
300000.0,-1464.8013801600046,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
310000.0,-1482.2333291268344,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
320000.0,-1431.8968032069347,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
330000.0,-1129.2501013948531,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
340000.0,-1383.3106185234794,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
350000.0,-769.1503620225088,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
360000.0,-928.6930961613378,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
370000.0,-837.9877696492395,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
380000.0,-931.7140488062461,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
390000.0,-655.4186780553873,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
400000.0,-622.0528671273593,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
410000.0,-1416.1703685492446,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
420000.0,-1160.8283542726522,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
430000.0,-1419.3111094990688,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
440000.0,-1567.7028205527565,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
450000.0,-1068.5728463686096,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
460000.0,-1066.8047835019831,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
470000.0,-847.5462382114881,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
480000.0,-1143.893954959916,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
490000.0,-1219.3943714730142,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
500000.0,-1115.6740397420303,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
510000.0,-910.3904422328228,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
520000.0,-1147.029382121343,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
530000.0,-834.0555749500634,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
540000.0,-1540.3577417302834,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
550000.0,-1409.164075063237,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
560000.0,-1518.2942056333034,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
570000.0,-1459.5617188797335,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
580000.0,-1338.349515362761,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
590000.0,-967.6201109478823,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
600000.0,-1504.0970334919255,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
610000.0,-1523.7453538207328,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
620000.0,-1561.617496903781,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
630000.0,-1471.797812322045,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
640000.0,-1461.008073335,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
650000.0,-1519.3659628353726,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
660000.0,-1040.2010140967782,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
670000.0,-1658.787424069087,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
680000.0,-1017.8315792021771,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
690000.0,-1058.220541918315,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
700000.0,-1093.9033129815011,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
710000.0,-977.7802568340292,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
720000.0,-1162.0407771824123,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
730000.0,-1182.602148055102,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
740000.0,-1096.5161009398018,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
750000.0,-749.0674053162231,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
760000.0,-1051.368181115396,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
770000.0,-892.2913253900567,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
780000.0,-950.7001126359903,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
790000.0,-1370.4229234693296,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
800000.0,-1089.7766026475367,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
810000.0,-1563.4438842315838,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
820000.0,-913.1891631735457,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
830000.0,-685.2655296481937,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
840000.0,-1353.5604706574718,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
850000.0,-1096.5356535878082,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
860000.0,-1088.6049064274628,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
870000.0,-1093.1054270595741,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
880000.0,-1044.7612232452286,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
890000.0,-1032.343823352786,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
900000.0,-1275.773318266091,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
910000.0,-1035.592838354373,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
920000.0,-1018.1744826556007,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
930000.0,-1137.504855543829,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
940000.0,-819.6394519556635,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
950000.0,-1119.3672851462547,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
960000.0,-1092.379028583578,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
970000.0,-1153.5465093497369,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
980000.0,-1371.45491408891,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
990000.0,-897.2172147017085,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1000000.0,-932.6825119641253,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1010000.0,-848.3619708212285,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1020000.0,-704.245393669069,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1030000.0,-840.3709881183903,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1040000.0,-923.2687508281349,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1050000.0,-586.6402211688252,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1060000.0,-758.6770749261981,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1070000.0,-675.1291708481102,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1080000.0,-724.1045028876949,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1090000.0,-543.4548405364169,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1100000.0,-1216.6556889497294,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1110000.0,-829.3886342057983,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1120000.0,-767.6629278191849,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1130000.0,-721.3180391677254,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1140000.0,-653.5058810753502,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1150000.0,-993.606559789371,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1160000.0,-800.7529555707144,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1170000.0,-893.0034270203023,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1180000.0,-747.8092192552482,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1190000.0,-1014.2532569625483,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1200000.0,-796.1676776027348,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1210000.0,-992.9631106151114,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1220000.0,-765.3132747951393,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1230000.0,-830.4380254105952,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1240000.0,-814.7017556355119,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1250000.0,-733.9448092674556,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1260000.0,-542.2544426965479,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1270000.0,-715.8846605505687,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1280000.0,-527.318395821454,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1290000.0,-936.0466910037064,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1300000.0,-813.2426639617942,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1310000.0,-1125.5633709528713,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1320000.0,-650.9271602086102,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1330000.0,-634.4401414151308,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1340000.0,-757.1465569902145,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1350000.0,-477.42219858000414,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1360000.0,-964.6990006755107,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1370000.0,-1010.3370341757206,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1380000.0,-1128.7497809631757,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1390000.0,-1066.0527110476694,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1400000.0,-910.4319293155602,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1410000.0,-836.7212244844534,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1420000.0,-935.9116148038397,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1430000.0,-1052.1706621224164,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1440000.0,-836.3544612053407,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1450000.0,-1226.0938685817798,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1460000.0,-707.0892452476843,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
1470000.0,-1189.8706141257837,RISC w/o timeout aware bootstrapping,risc,Minitaur,2
